SMILES,MolWt,LogP,HBD+HBA,TPSA,RotatableBonds,LogS
Clc1cc(Cl)c(Cl)c(Cl)c1,215.894,4.3002,0,0.0,0,-0.7495848564480447
CCC#N,55.07999999999999,0.91998,1,23.79,0,1.5942891390843383
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,254.33199999999997,5.244800000000004,0,0.0,0,-2.2867079248012576
Clc1ccc(Cl)cc1,147.00400000000002,2.993400000000001,0,0.0,0,-0.10036517540445189
Brc1ccc2ccccc2c1,207.07,3.6023000000000014,0,0.0,0,-0.6397903515656727
CCCCC(C)CC,114.23199999999999,3.2227000000000023,0,0.0,4,-1.0025895850900333
Oc1ccc(Cl)c(Cl)c1,163.00300000000001,2.6990000000000007,2,20.23,0,0.8639169979102964
CCCCl,78.542,1.6352,0,0.0,1,0.7588961671532447
CCCCCCCCCCCCCCCC,226.44799999999992,6.487600000000007,0,0.0,13,-2.5492600016938876
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,268.32,2.817140000000001,5,58.120000000000005,1,-0.7133049330956085
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,327.1230000000001,3.8595000000000006,6,92.47,3,-0.7830005753252887
c2cnc1ncncc1n2,132.12599999999998,0.41979999999999984,4,51.56,0,1.4701736118260045
Cc1cc(C)c2ccccc2c1,156.22799999999998,3.456640000000002,0,0.0,0,-0.5872799361871466
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,261.064,1.4359999999999997,5,57.14,1,0.11445016023497233
CCCCOCCCC,130.231,2.603200000000001,1,9.23,6,0.5774965503910643
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,346.33900000000017,2.1756,8,107.77,4,-0.8116426200772117
CCOC(=O)c1ccc(O)cc1,166.176,1.5689,4,46.53,2,0.3388128441250374
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,242.34400000000002,1.3498999999999999,5,58.2,4,-0.14332824253233664
CC(=O)N,59.068,-0.5084,2,43.09,0,2.214866775376008
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,360.88200000000006,7.274,0,0.0,1,-2.2723869024252963
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,329.3800000000001,2.6320000000000006,7,65.07000000000001,8,0.25861511881965255
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,211.26099999999994,1.9576,3,46.61,1,1.0548639629231178
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,293.40700000000004,3.8884000000000034,4,38.77,9,-0.3724646005477224
CC=C,42.080999999999996,1.1923000000000001,0,0.0,0,0.9450694580407455
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,295.72900000000004,-0.06089999999999923,7,118.69,1,0.004655655352600008
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.27599999999998,1.1849999999999998,5,75.27000000000001,4,0.2824834894462552
ClC(Cl)(Cl)Cl,153.823,2.5529,0,0.0,0,0.3579075406263196
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,300.314,3.784220000000002,6,76.66,3,-0.8331241536411541
Cc1ccc(C)cc1,106.16799999999999,2.30344,0,0.0,0,0.13831853086157495
CC(C)N(C(=O)CCl)c1ccccc1 ,211.69200000000004,2.666800000000001,1,20.310000000000002,3,0.2767550804958705
CC(C)I,169.993,1.8298,0,0.0,0,0.46292837138337145
ClC(Cl)C(Cl)(Cl)Cl,202.29500000000002,3.1603000000000003,0,0.0,0,0.21947099099202402
CCCCCl,92.56899999999999,2.0253,0,0.0,2,0.49157041613529473
Cc1cc2ccccc2cc1C,156.22799999999998,3.456640000000002,0,0.0,0,-0.7925479235759295
O=C1c2ccccc2C(=O)c3ccccc13,208.21599999999998,2.4620000000000006,2,34.14,0,-1.016910607465995
CCN(=O)=O,75.067,0.2829999999999999,2,43.14,1,1.3556054328183116
CCc1ccc2ccccc2c1,156.22799999999998,3.4022000000000014,0,0.0,1,-0.5872799361871466
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,252.31699999999995,3.4346000000000023,2,23.55,1,-0.806391578539359
CC(C)OC(C)C,102.17699999999999,1.8197999999999999,1,9.23,2,0.9355221097901044
Cc1ccc(cc1N(=O)=O)N(=O)=O,182.135,1.8114200000000005,4,86.28,2,0.11445016023497233
CCCCC=C,84.16199999999999,2.3626000000000005,0,0.0,3,-0.08127047890316973
CC(C)OC=O,88.106,0.5678,2,26.3,2,1.1598847936801697
Clc1ccc(cc1)c2ccccc2Cl ,223.102,4.660400000000002,0,0.0,1,-1.0598736745938797
CC1=CCCCC1,96.17300000000002,2.5067000000000004,0,0.0,0,-0.10036517540445189
COc2cnc1ncncc1n2,162.15200000000002,0.42839999999999984,5,60.790000000000006,1,0.9169047807013544
CC(=O)Nc1ccc(cc1)N(=O)=O,180.16299999999998,1.5531999999999997,4,72.24000000000001,2,0.17555318903907505
Oc1ccccc1N(=O)=O,139.10999999999999,1.3004000000000002,4,63.37,1,0.6300069657695901
C(Cc1ccccc1)c2ccccc2,182.266,3.4718000000000018,0,0.0,3,-0.7448111823227244
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,289.7440000000001,0.8788,7,101.28999999999999,2,-0.10991252365509296
COC=O,60.05200000000001,-0.2108000000000001,2,26.3,1,1.7374993628439546
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,250.339,4.9536,0,0.0,0,-1.2364996172307396
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,296.41,3.6126000000000023,4,40.46,0,-0.5920536103124671
CCNc1nc(Cl)nc(NC(C)C)n1,215.68800000000002,1.7770999999999997,7,62.730000000000004,4,-0.37723827467304305
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,504.43800000000005,-7.571399999999989,27,268.67999999999995,8,1.2649056244372214
c1ccccc1SC,124.208,2.408500000000001,1,0.0,1,0.3197181476237553
Cc1ccncc1C,107.15599999999999,1.69844,1,12.89,0,1.6324785320869026
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,293.41400000000004,4.871880000000004,2,27.96,4,-1.1505734829749696
Nc1cc(nc(N)n1=O)N2CCCCC2 ,209.25299999999996,-0.1303000000000003,7,95.10999999999999,1,0.5111424800491088
Clc1cccc(Cl)c1Cl,181.44899999999998,3.6468000000000007,0,0.0,0,-0.448843386552851
Brc1ccc(Br)cc1,235.90599999999998,3.2116000000000007,0,0.0,0,-0.4822591054300949
Cc1c(C)c(C)c(C)c(C)c1C,162.27599999999998,3.5371200000000025,0,0.0,0,-1.0360053039672772
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,2.1609000000000003,5,55.760000000000005,3,1.3556054328183116
Sc1ccccc1,110.18099999999997,1.9752999999999996,2,0.0,0,0.44860734900740973
C1OC(O)C(O)C(O)C1O,150.13,-2.5823000000000005,9,90.15,0,1.6467995544628644
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,490.6390000000001,4.6182,1,17.07,0,-1.0498489589307067
Cc1ccccc1N(=O)=O,137.138,1.9032200000000001,2,43.14,1,0.3483601923756785
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,334.45600000000024,5.160800000000005,4,52.60000000000001,12,-1.472319119021574
Clc1cccc(c1)c2cc(Cl)ccc2Cl ,257.547,5.313800000000001,0,0.0,1,-1.4083518857422788
CCCCCCCCCC(=O)OC,186.295,3.3001000000000023,2,26.3,8,-0.7782269011999682
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,234.29899999999995,1.5305,4,54.86,1,-0.7323996295968906
Nc1ccc(cc1)S(N)(=O)=O,172.20899999999997,-0.08379999999999999,5,86.18,1,0.8209539307824116
CCOCCOCC,118.176,1.0594000000000001,2,18.46,5,1.093053355925682
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.3640000000001,2.1218000000000004,8,71.06,9,-0.1481019166576573
CC(C)CCOC=O,116.15999999999998,1.2055,2,26.3,4,0.735027796526642
CCCCCCC,100.205,2.976700000000002,0,0.0,4,-0.7018481151948396
Nc1nc(O)nc2nc[nH]c12 ,151.129,-0.3593,8,100.71000000000001,0,-0.1629003064461508
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,266.257,-1.3750000000000007,12,126.65,2,0.5297598091378589
CNC(=O)Oc1cccc2CC(C)(C)Oc12,221.25599999999994,2.1183,4,47.56,1,0.12399750848561342
Oc1cc(Cl)cc(Cl)c1Cl,197.44799999999998,3.3523999999999994,2,20.23,0,0.18605527211478035
COc1ncnc2nccnc12 ,162.15200000000002,0.4283999999999998,5,60.790000000000006,1,0.9307484356647839
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,275.179,4.257200000000004,2,32.34,4,-0.8164162942025321
CC(=C)C1CC=C(C)C(=O)C1,150.22099999999998,2.4879000000000007,1,17.07,1,0.477249393759333
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,428.12000000000006,4.3991000000000025,4,46.53,4,-0.8927950802076607
NC(=O)c1ccccc1,121.13899999999995,0.7855000000000001,2,43.09,1,1.002353547544592
C1CCC=CC1,82.146,2.1166,0,0.0,0,0.22424466511734467
Cc1cccc(C)c1C,120.195,2.611860000000001,0,0.0,0,-0.06694945652720821
Oc1ccc(O)cc1,110.11199999999998,1.0977999999999999,4,40.46,0,1.3794738034449143
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,376.36900000000014,-1.7235599999999989,14,161.56,5,-0.29847265160525416
OCC1OC(O)C(O)C(O)C1O,180.156,-3.2214000000000005,11,110.38000000000001,1,1.8138781488490832
Fc1cccc(F)c1,114.094,1.9648,0,0.0,0,0.5058914385112563
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,354.8749999999999,3.995,2,20.23,0,-1.1457998088496493
C=CC=O,56.064,0.37129999999999996,1,17.07,1,1.732725688718634
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,291.992,5.967200000000002,0,0.0,1,-2.0002874772820256
Nc1ccc(O)cc1,109.12799999999999,0.9743999999999999,4,46.25,0,1.0787323335497205
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,212.24899999999997,0.7948999999999993,5,75.27000000000001,3,0.3197181476237553
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,299.28800000000007,2.5801000000000007,5,55.84,5,-0.13855456840701622
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.09699999999998,3.0185000000000013,3,41.57,2,-0.25407748223977317
CCc1ccc(CC)cc1,134.22199999999998,2.811400000000001,0,0.0,2,-0.3295015334198376
CCC(C)(O)CC,102.17699999999998,1.5574,2,20.23,2,1.2887739950638242
COc1ccccc1,108.13999999999997,1.6952,1,9.23,1,0.5774965503910643
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,300.36000000000007,6.919200000000002,0,0.0,0,-2.9941664301737614
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,338.876,5.024200000000001,0,0.0,0,-1.2317259431054188
CNC(=O)Oc1cccc(N=CN(C)C)c1,221.26,1.6262,4,53.93,3,0.3435865182503581
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,270.372,3.817400000000003,3,37.3,0,-0.42736185298890866
CCCC=C(CC)C=O,126.19899999999998,2.3218000000000005,1,17.07,4,0.2863024287465116
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,260.24499999999995,2.8648200000000017,5,61.81,2,0.018499310316029312
c1ccccc1C(O)C(O)c2ccccc2,214.264,2.4536000000000007,4,40.46,3,0.5393071573885
CNC(=O)ON=C(SC)C(=O)N(C)C,219.266,0.10709999999999997,6,70.99999999999999,1,1.511227209303761
Nc2nc1[nH]cnc1c(=O)[nH]2 ,151.129,-0.7716000000000003,7,100.44999999999999,0,-0.24978117552698476
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,283.7989999999999,3.1641200000000014,2,29.54,6,0.1574132273628571
Cc1c2ccccc2cc3ccccc13,192.261,4.301420000000003,0,0.0,0,-1.3510677962384323
COC(=O)c1cc(O)c(O)c(O)c1 ,184.147,0.5899999999999996,8,86.99000000000001,1,0.868690672035617
CCC(C)CC,86.178,2.442500000000001,0,0.0,2,-0.2960858145425939
ClC(Cl)C(Cl)Cl,167.85,2.5938,0,0.0,1,0.6300069657695901
CCC(C)(C)CC,100.20499999999998,2.832600000000001,0,0.0,2,-0.5586378914352236
O=N(=O)c1cc(Cl)c(Cl)cc1,192.001,2.901600000000001,2,43.14,1,-0.06694945652720821
CCCC(O)CC,102.17699999999999,1.5574,2,20.23,3,1.0787323335497205
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,267.93,4.2434,2,25.78,0,-1.1314787864736875
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,239.318,2.9067000000000016,1,20.310000000000002,3,0.038071374229843684
OCCOc1ccccc1,138.16599999999997,1.0576999999999999,3,29.46,3,1.126469074802926
ClCCCCl,112.98700000000001,1.8540999999999999,0,0.0,2,0.6872910552734366
CCC(O)(CC)CC,116.204,1.9475,2,20.23,3,1.0548639629231178
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,376.46800000000013,2.923300000000001,6,74.6,1,-0.4961027603935244
C1CCCCCCC1,112.21600000000001,3.120800000000002,0,0.0,0,-0.5204484984326593
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,394.42300000000023,3.7033000000000023,6,63.22,3,-0.6493376998163135
BrC(Br)Br,252.731,2.4547,0,0.0,0,0.5488545056391411
CC(C)(C)Cc1ccccc1,148.249,3.2752000000000017,0,0.0,1,-0.5204484984326593
CC(Cl)(Cl)Cl,133.405,2.376500000000001,0,0.0,0,0.5058914385112563
CNC(=O)C(C)SCCSP(=O)(OC)(OC),287.34299999999996,1.9881999999999997,7,64.63000000000001,8,2.0067345835120327
O=C1CCCN1,85.10600000000001,-0.10360000000000008,2,29.1,0,1.9714093949846607
Nc3cc2c1ccccc1ccc2c4ccccc34 ,243.309,4.728400000000002,2,26.02,0,-1.4990516941233691
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,227.13199999999998,1.7196200000000006,6,129.42000000000002,3,-0.07649680477784929
CCCOC=O,88.10599999999998,0.5694,2,26.3,3,1.2267162314346574
Oc1cccc2cccnc12 ,145.16099999999997,1.9403999999999995,3,33.120000000000005,0,0.3053971252477937
Oc1ccc(Br)cc1,173.00900000000001,2.1547,2,20.23,0,0.940295783915425
C1Cc2ccccc2C1,118.17899999999997,2.1753,0,0.0,0,0.009429329477920443
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,365.96400000000006,5.6015000000000015,4,44.760000000000005,5,-0.6980291758945831
CC(C)CCC(C)(C)C,128.259,3.468700000000003,0,0.0,2,-0.9500791697115073
N(Nc1ccccc1)c2ccccc2 ,184.242,3.1256000000000013,4,24.06,3,0.06671341898176693
CCCCC(C)O,102.17699999999998,1.5574,2,20.23,3,1.0357692664218356
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,313.747,3.1887000000000016,7,58.4,7,-0.28558373146688865
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,365.8420000000001,2.7141199999999994,6,92.5,2,-0.3438225557957991
O=Cc2ccc1OCOc1c2 ,150.13299999999998,1.2278,3,35.53,1,0.6825173811481161
O=C1NC(=O)C(=O)C(=O)N1 ,142.07,-2.0785,6,92.34,0,0.8639169979102964
CCCCCOC(=O)CC,144.21399999999997,2.1298000000000004,2,26.3,5,0.8495959755343349
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,254.29299999999998,2.2245999999999997,4,49.330000000000005,1,0.20992364274138292
N#Cc1ccccc1,103.12399999999997,1.5582799999999999,1,23.79,0,0.9832588510433099
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,238.29099999999997,1.2198399999999998,5,58.56000000000001,2,0.5297598091378589
CCCCCCCCCCCCCCCO,228.41999999999993,5.069900000000006,2,20.23,13,-1.570656806003177
COc1ccc(C=CC)cc1,148.20499999999998,2.728300000000001,1,9.23,2,-0.03353373764996432
CC(O)C(C)(C)C,102.17699999999999,1.4133,2,20.23,0,1.16465846780549
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,330.4680000000001,3.8384000000000027,4,54.37,1,-0.3614851500594853
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,352.39000000000004,2.782800000000001,5,75.71,6,-0.9601038853746807
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,302.23800000000006,1.9879999999999995,12,131.35999999999999,1,-0.011097469260957935
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,474.64,7.725599999999999,0,0.0,1,-2.0136537648329225
CCOP(=S)(OCC)SCSCC,260.38599999999997,3.727700000000003,5,18.46,8,-0.5013538019313771
CCC(O)C(C)C,102.17699999999999,1.4133,2,20.23,2,1.126469074802926
Clc1cccc(n1)C(Cl)(Cl)Cl,230.909,3.5617,1,12.89,0,-0.33427520754515805
Nc1ccc(cc1)c2ccc(N)cc2,184.242,2.518,4,52.04,1,0.17173424973881862
Cc1ccccc1Br,171.03699999999998,2.7575200000000013,0,0.0,0,0.39609693362888393
CCC(C)C(C)C,100.20499999999998,2.6885000000000012,0,0.0,2,-0.5825062620618262
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,395.3270000000001,7.9274000000000004,0,0.0,1,-2.1960081164201677
CCCCC(O)CC,116.20399999999998,1.9475,2,20.23,4,0.7588961671532447
CCOC(=O)c1ccc(N)cc1,165.19199999999998,1.4455,4,52.32,2,0.21183311239151115
CC1(C)C2CCC1(C)C(O)C2,154.253,2.1935000000000002,2,20.23,0,0.35313386650099915
Cc1cc(C)c(C)cc1C,134.22199999999998,2.9202800000000018,0,0.0,0,-0.7304901599467626
C,16.043,0.6361,0,0.0,0,1.0309955922965153
CCOP(=S)(OCC)SCSC(C)(C)C,288.44,4.506300000000004,5,18.46,7,-0.8092557830145515
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,198.22199999999998,0.5009999999999999,4,66.48,2,0.39609693362888393
CCOC(C)OCC,118.176,1.4054,2,18.46,4,1.2553582761865805
Nc1nc[nH]n1,84.082,-0.6131000000000002,5,67.59,0,1.7098120529170955
c1ccc2cc3cc4ccccc4cc3cc2c1,228.29399999999998,5.146200000000003,0,0.0,0,-2.6447334842002976
Cc1cccc2c(C)cccc12,156.228,3.456640000000002,0,0.0,0,-0.7729758596621151
Oc1ccc(Cl)cc1Cl,163.003,2.699,2,20.23,0,0.7207067741506803
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,291.99199999999996,5.967200000000002,0,0.0,1,-2.0671189150365126
OC(C(=O)c1ccccc1)c2ccccc2,212.248,2.602900000000001,3,37.3,3,0.1001291378590106
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,313.36100000000005,1.6287999999999996,8,81.59000000000002,4,-0.14332824253233664
CN(C)C(=O)N(C)C ,116.16399999999999,0.22960000000000003,1,23.550000000000004,0,1.909351631355494
CCCCCC(C)O,116.20399999999998,1.9475000000000002,2,20.23,4,0.7207067741506803
Fc1ccccc1,96.10399999999998,1.8256999999999999,0,0.0,0,0.6013649210176669
c1(O)c(C)ccc(C(C)C)c1,150.22099999999998,2.824020000000001,2,20.23,1,0.46770204550869193
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,266.33799999999997,4.6592,2,20.23,0,-0.5825062620618262
O=C1NC(=O)NC(=O)C1(C)C,156.141,-0.6214000000000004,5,75.27000000000001,0,0.6290522309445261
CCCOCC,88.14999999999999,1.4329,1,9.23,3,1.145563771304208
CCOCC,74.123,1.0428000000000002,1,9.23,2,1.4176631964474788
CNC(=O)Oc1cc(C)cc(C)c1,179.219,2.02164,3,38.33,1,0.2285409718301329
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,380.45600000000013,1.8737,8,94.83,2,-0.17674396140958054
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,240.698,1.6708799999999997,8,86.52,4,-0.043081085900605394
Oc2ncc1nccnc1n2,148.125,0.1253999999999998,6,71.79,0,0.5311919113754551
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,380.66200000000003,0.8210000000000011,8,118.35999999999999,2,0.1812815979894597
Clc1ccccc1,112.55899999999997,2.34,0,0.0,0,0.3244918217490759
FC(F)(Cl)C(F)(F)Cl,170.92000000000002,2.6495999999999995,0,0.0,1,0.15263955323753645
N(c1ccccc1)c2ccccc2,169.227,3.430200000000002,2,12.03,2,-0.21206914993695242
Brc1ccccc1,157.01,2.4491000000000005,0,0.0,0,0.24333936161862682
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,390.56400000000036,6.721200000000008,4,52.60000000000001,16,-0.9811080515260909
O=N(=O)c1c(Cl)c(Cl)ccc1,192.00100000000003,2.901600000000001,2,43.14,1,-0.20061233203618312
CCS,62.137,0.9360999999999999,2,0.0,0,1.1742058160561313
c1ccc(cc1)c2ccccc2,154.21199999999996,3.353600000000002,0,0.0,1,-0.6135351438764094
CCCCS,90.19099999999999,1.7163,2,0.0,2,0.4199653042554865
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,284.09799999999996,4.693900000000003,3,52.37,3,-1.1457998088496493
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,353.4900000000001,4.198300000000004,5,38.77,9,-0.5204484984326593
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,226.27599999999995,1.1849999999999992,5,75.27000000000001,4,0.3197181476237553
c1ccsc1,84.14299999999999,1.7480999999999998,1,0.0,0,0.8257276049077321
CC(C)C(=O)C(C)C,114.18799999999997,1.8675,1,17.07,2,0.8400486272836938
COc1ccccc1Cl,142.58499999999998,2.3486000000000002,1,9.23,1,0.2863024287465116
Cc2cccc3sc1nncn1c23 ,189.24300000000002,2.25242,4,30.19,0,0.4724757196340126
CCCc1ccccc1,120.19499999999995,2.639100000000001,0,0.0,2,-0.1481019166576573
CC=CC=O,70.09100000000001,0.7614000000000001,1,17.07,1,1.6133838355856205
CCCCc1c(C)nc(NCC)[nH]c1=O,209.29299999999998,1.85272,5,57.78,5,0.015157738428305092
CC(C)=CCCC(C)=CC(=O),152.237,2.878000000000001,1,17.07,4,0.477249393759333
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.5030000000002,2.3524000000000003,8,100.90000000000002,3,-0.8689267095810582
Clc1ccc(I)cc1,238.45499999999998,2.944600000000001,0,0.0,0,-0.4631644089288128
Cc1ccc(O)cc1C,122.16699999999999,2.0090399999999997,2,20.23,0,0.8018592342811295
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,231.89299999999997,4.005799999999999,2,20.23,0,-0.0192127152740028
COc1ccccc1OCC(O)COC(N)=O,241.24299999999994,0.5302000000000002,7,91.00999999999999,6,0.9904193622312907
CCCCCCC(=O)OCC,158.24099999999999,2.5199000000000007,2,26.3,6,0.15263955323753645
Oc1cc(Cl)c(Cl)cc1Cl,197.448,3.3524000000000003,2,20.23,0,0.405644281879525
Clc1cccc(Cl)c1c2ccccc2 ,223.102,4.660400000000003,0,0.0,1,-1.026457955716636
CN(C)C(=O)Nc1ccccc1,164.208,1.7801,2,32.34,1,0.6968384035240777
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,265.914,4.043559999999999,2,47.58,0,-1.2317259431054188
CNN,46.073,-0.9205000000000001,4,38.05,0,2.1002985963683156
ClCBr,129.384,1.5776,0,0.0,0,1.0357692664218356
CCC(C)(C)Cl,106.59599999999999,2.4138,0,0.0,1,0.262434058119909
C/C1CCCCC1\C,112.216,2.832600000000001,0,0.0,0,-0.5920536103124671
Nc1c(C)c[nH]c(=O)n1 ,125.13099999999999,-0.33948000000000017,5,71.77000000000001,0,0.7646245761036292
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,270.225,4.277400000000004,2,20.310000000000002,4,-0.5853704665370186
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,266.34,3.9444000000000026,3,37.3,0,-1.0407789780925976
Oc1cccc2ncccc12 ,145.161,1.9404,3,33.120000000000005,0,0.24811303574394725
CCCCCCCCCC(=O)OCC,200.32199999999997,3.6902000000000026,2,26.3,9,-0.4965801278060562
CCCN(=O)=O,89.09399999999998,0.6731,2,43.14,2,1.0787323335497205
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,478.51300000000026,1.7620999999999996,10,127.20000000000002,4,-0.510901150182018
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,346.46700000000016,2.666700000000002,6,74.6,2,-0.08604415302849037
FC(F)(F)C(Cl)Br ,197.381,2.5084999999999997,0,0.0,0,0.6443279881455518
Cc1ccc(O)cc1,108.13999999999999,1.7006199999999998,2,20.23,0,1.1121480524269645
Cc1ccccc1Cl,126.586,2.6484200000000007,0,0.0,0,-0.2197070285374653
Cc1ccc(Br)cc1,171.03700000000003,2.7575200000000013,0,0.0,0,-0.06217578240188756
CSc1nnc(c(=O)n1N)C(C)(C)C,214.29399999999998,0.3714999999999997,7,73.8,1,0.3851174831406466
Oc1cc(Cl)cc(Cl)c1,163.003,2.699,2,20.23,0,0.8209539307824116
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,303.156,1.6836,5,75.27000000000001,4,0.19703472260301763
CCCCCCCC(=O)C,142.242,2.935900000000001,1,17.07,6,0.2290183392426651
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,308.3330000000001,3.609600000000003,5,67.50999999999999,4,-0.3977650734119212
ClCCCl,98.96000000000001,1.464,0,0.0,1,0.9546168062913867
CC(C)COC(=O)C,116.15999999999998,1.2055,2,26.3,2,0.8830116944115787
COC(C)(C)C,88.14999999999999,1.4313,1,9.23,0,1.3460580845676708
CCc1ccccc1CC,134.22199999999998,2.811400000000001,0,0.0,2,-0.10513884952977232
CCCCCC(C)C,114.23199999999999,3.2227000000000023,0,0.0,4,-0.964400192087469
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,337.4630000000001,4.221000000000004,4,46.260000000000005,0,-1.1682360772386562
c1cC2C(=O)NC(=O)C2cc1,149.149,0.0011999999999999234,3,46.17,0,0.06098501003138228
CCCC=O,72.107,0.9854,1,17.07,2,1.4558525894500431
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,306.276,0.7357999999999993,8,81.64999999999999,5,0.6013649210176669
Cc1cc(C)cc(O)c1,122.16699999999997,2.0090399999999997,2,20.23,0,0.7923118860304884
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,240.21499999999995,2.7221000000000024,6,106.51000000000002,4,-0.15287559078297772
CCCC(=O)OC,102.13299999999998,0.9595,2,26.3,2,0.5440808315138206
CC(=O)Nc1ccc(Br)cc1,214.06199999999998,2.4074999999999998,2,29.1,1,-0.011097469260957935
